Video ID,Dominant Emotion,Emotion Confidence
7448811316812188946,anger,0.5875701904296875
7470384015841742098,joy,0.991907000541687
7480559957377649927,joy,0.9776983857154846
7481317769410039047,anger,0.2915484607219696
7483429229493849362,anger,0.7396140694618225
7483766168847813906,joy,0.5804252028465271
7484554665833663751,joy,0.6685446500778198
